title,score,members,favorites,episodes,status,genres,season,year,members_norm,favorites_norm,final_score
Itai no wa Iya nanode Bougyoryoku ni Kyokufuri Shitai to Omoimasu.,7.5,597626,3931,12,Finished Airing,"['Action', 'Adventure', 'Comedy', 'Fantasy']",winter,2020,0.18356798674898359,0.04056814253841561,4.551977218068008
Made in Abyss Movie 3: Fukaki Tamashii no Reimei,8.6,531996,3963,1,Finished Airing,"['Adventure', 'Drama', 'Fantasy', 'Mystery', 'Sci-Fi']",winter,2020,0.16110765081929063,0.040903329876713905,5.206412412186329
Kyokou Suiri,6.92,531062,1458,12,Finished Airing,"['Mystery', 'Romance', 'Supernatural']",winter,2020,0.16078801111552204,0.01466444605055044,4.194396669686463
Ishuzoku Reviewers,7.4,502842,9617,12,Finished Airing,"['Comedy', 'Fantasy', 'Erotica']",winter,2020,0.15113037466975127,0.10012674271229405,4.492801605074282
Plunderer,6.65,487892,1644,24,Finished Airing,"['Action', 'Fantasy', 'Romance', 'Ecchi']",winter,2020,0.14601408604947227,0.016612722454409284,4.0289954298805295
Id:Invaded,7.81,423796,3096,13,Finished Airing,"['Mystery', 'Sci-Fi', 'Suspense']",winter,2020,0.12407872582168622,0.031821847929694454,4.721792958644875
Xian Wang de Richang Shenghuo,7.31,393063,2244,15,Finished Airing,"['Adventure', 'Comedy', 'Fantasy']",winter,2020,0.11356107377037959,0.02289748504750233,4.41782489119972
Rikei ga Koi ni Ochita no de Shoumei shitemita.,7.34,391328,1196,12,Finished Airing,"['Comedy', 'Romance']",winter,2020,0.11296731050909639,0.011920099718233143,4.434029842585009
Eizouken ni wa Te wo Dasu na!,8.13,367396,4522,12,Finished Airing,"['Adventure', 'Award Winning', 'Comedy']",winter,2020,0.10477714199668725,0.04675863369261226,4.911208080553064
Haikyuu!! Riku vs. Kuu,7.84,343332,655,2,Finished Airing,['Sports'],winter,2020,0.09654179956468768,0.00625333878012758,4.72907345070819
Goblin Slayer: Goblin's Crown,7.26,322631,502,1,Finished Airing,"['Action', 'Adventure', 'Fantasy']",winter,2020,0.08945736540225321,0.004650724318888854,4.3790619499983965
Somali to Mori no Kamisama,7.81,316595,1811,12,Finished Airing,"['Adventure', 'Drama', 'Fantasy']",winter,2020,0.08739168526098205,0.018361981376153517,4.710602218521669
Toaru Kagaku no Railgun T,8.14,264710,3327,25,Finished Airing,"['Action', 'Fantasy', 'Sci-Fi']",winter,2020,0.06963525482197369,0.03424148152803528,4.906545035934699
Isekai Quartet 2,7.36,254961,265,12,Finished Airing,"['Comedy', 'Fantasy']",winter,2020,0.06629888707889009,0.002168243094617101,4.432899958233915
Murenase! Seton Gakuen,6.9,217487,553,12,Finished Airing,"['Comedy', 'Ecchi']",winter,2020,0.053474285088499815,0.005184929139301763,4.15414631064302
Infinite Dendrogram,6.2,198250,308,13,Finished Airing,"['Action', 'Adventure', 'Fantasy']",winter,2020,0.04689087076152277,0.0026186510804554358,3.7321155153524486
Nekopara,6.72,188179,864,12,Finished Airing,['Slice of Life'],winter,2020,0.04344430603277163,0.008442531083388325,4.044127456170701
Magia Record: Mahou Shoujo Madoka☆Magica Gaiden,6.84,176972,951,13,Finished Airing,"['Drama', 'Suspense']",winter,2020,0.03960897181421199,0.009353821659386816,4.115305316202461
Overflow,7.23,161440,1609,8,Finished Airing,['Hentai'],winter,2020,0.03429350727573887,0.016246111303145523,4.349010293514406
Runway de Waratte,7.54,138781,440,12,Finished Airing,['Drama'],winter,2020,0.02653899330604646,0.004001298850935906,4.5312349431541525
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka II OVA,6.5,118222,84,1,Finished Airing,"['Adventure', 'Comedy', 'Fantasy', 'Ecchi']",winter,2020,0.019503155329838057,0.0002723397123673653,3.9049166397893145
Shingeki no Kyojin: The Final Season,8.78,2260937,53905,16,Finished Airing,"['Action', 'Drama', 'Suspense']",winter,2021,0.7527973607479705,0.5640260189171354,5.540803243024563
Horimiya,8.18,1612067,39553,13,Finished Airing,['Romance'],winter,2021,0.5307367455613202,0.41369449769034977,5.102738361043882
Mushoku Tensei: Isekai Ittara Honki Dasu,8.33,1550453,39056,11,Finished Airing,"['Adventure', 'Drama', 'Fantasy', 'Ecchi']",winter,2021,0.5096507919124995,0.4084886193424043,5.186685990879486
Dr. Stone: Stone Wars,8.15,1189379,7568,11,Finished Airing,"['Adventure', 'Comedy']",winter,2021,0.3860816415928598,0.07866427845688129,4.998320052166747
Tensei shitara Slime Datta Ken 2nd Season,8.34,1098235,10990,12,Finished Airing,"['Action', 'Comedy', 'Fantasy']",winter,2021,0.35488973456899975,0.1145083744461553,5.109898689809173
Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season Part 2,8.42,1052283,13342,12,Finished Airing,"['Drama', 'Fantasy', 'Suspense']",winter,2021,0.33916373492491547,0.13914464381108005,5.157662630302891
Yakusoku no Neverland 2nd Season,5.24,994048,4510,11,Finished Airing,"['Mystery', 'Suspense']",winter,2021,0.31923416517227693,0.0466329384407504,3.230803482059182
Wonder Egg Priority,7.54,827498,9401,12,Finished Airing,"['Drama', 'Supernatural', 'Suspense']",winter,2021,0.2622363143557241,0.09786422817878054,4.604238712815748
5-toubun no Hanayome ∬,8.0,803750,11828,12,Finished Airing,"['Comedy', 'Romance']",winter,2021,0.2541091155494107,0.12328609286784192,4.882020192817529
Kaifuku Jutsushi no Yarinaoshi,6.31,638913,6592,12,Finished Airing,"['Action', 'Fantasy', 'Erotica']",winter,2021,0.1976974990075427,0.06844106463878327,3.845690534447703
SK∞,8.0,626068,13809,12,Finished Airing,['Sports'],winter,2021,0.1933015975140655,0.1440362840293708,4.869930841982922
"Kumo desu ga, Nani ka?",7.44,503390,4761,24,Finished Airing,"['Action', 'Adventure', 'Comedy', 'Fantasy']",winter,2021,0.15131791488138424,0.04926206412552766,4.509218788339176
Beastars 2nd Season,7.75,490940,2305,12,Finished Airing,"['Drama', 'Suspense']",winter,2021,0.1470571929200148,0.023536435911133458,4.690294763616674
Nanatsu no Taizai: Funnu no Shinpan,6.57,474893,1598,24,Finished Airing,"['Action', 'Adventure', 'Fantasy']",winter,2021,0.1415654816498063,0.016130890655605485,3.9798110040107924
Jaku-Chara Tomozaki-kun,7.1,437543,2030,12,Finished Airing,"['Drama', 'Romance']",winter,2021,0.12878331576569793,0.020655919722632476,4.295294216899819
Ore dake Haireru Kakushi Dungeon,6.27,435367,1811,12,Finished Airing,"['Action', 'Adventure', 'Fantasy', 'Ecchi']",winter,2021,0.12803863054578307,0.018361981376153517,3.796763954842868
Shin Evangelion Movie:||,8.58,420437,8242,1,Finished Airing,"['Award Winning', 'Drama', 'Sci-Fi', 'Suspense']",winter,2021,0.12292918645877537,0.08572416176978914,5.191590920880162
Kemono Jihen,7.36,418291,2351,12,Finished Airing,"['Action', 'Mystery', 'Supernatural']",winter,2021,0.12219476803876744,0.024018267709937258,4.450151432166183
Tenkuu Shinpan,6.68,377209,2083,12,Finished Airing,"['Action', 'Horror', 'Mystery', 'Suspense']",winter,2021,0.10813541224623893,0.02121107375168903,4.038215514124313
Tatoeba Last Dungeon Mae no Mura no Shounen ga Joban no Machi de Kurasu Youna Monogatari,6.32,318419,890,12,Finished Airing,"['Adventure', 'Comedy', 'Fantasy']",winter,2021,0.08801590669532244,0.00871487079575569,3.8153112072931936
Hataraku Saibou!!,7.38,298681,618,8,Finished Airing,['Comedy'],winter,2021,0.08126103680989993,0.005865778420220176,4.449195125965508
Log Horizon: Entaku Houkai,7.07,266332,661,12,Finished Airing,"['Action', 'Adventure', 'Fantasy']",winter,2021,0.0701903464702742,0.006316186406058511,4.260495014578477
Yuru Camp△ Season 2,8.5,251868,3193,13,Finished Airing,['Slice of Life'],winter,2021,0.06524038000848723,0.032837884548911164,5.121235777684458
Hataraku Saibou Black,7.51,243605,470,13,Finished Airing,"['Action', 'Drama']",winter,2021,0.06241256108745945,0.004315536980590558,4.522250470818952
Gintama: The Final,9.05,180884,4637,1,Finished Airing,"['Action', 'Comedy', 'Drama', 'Sci-Fi']",winter,2021,0.04094776252207362,0.04796321318962176,5.447431422608962
Kimetsu no Yaiba: Yuukaku-hen,8.7,1715034,25153,11,Finished Airing,"['Action', 'Supernatural']",winter,2022,0.5659747984284952,0.26286019545611666,5.400922728925541
Shingeki no Kyojin: The Final Season Part 2,8.77,1535035,32219,12,Finished Airing,"['Action', 'Drama', 'Suspense']",winter,2022,0.5043743412136726,0.3368737495941091,5.438624647742534
Sono Bisque Doll wa Koi wo Suru,8.13,1297295,23397,12,Finished Airing,['Romance'],winter,2022,0.42301337421801205,0.24446679026699766,5.020423362094553
Arifureta Shokugyou de Sekai Saikyou 2nd Season,7.13,456021,4304,12,Finished Airing,"['Action', 'Adventure', 'Fantasy']",winter,2022,0.13510698005503005,0.04447516995045512,4.318448020506326
Vanitas no Karte Part 2,8.19,341173,2921,12,Finished Airing,"['Action', 'Fantasy', 'Mystery']",winter,2022,0.09580293219805341,0.02998879217337565,4.94244905187552
Tensai Ouji no Akaji Kokka Saisei Jutsu,7.38,330102,1714,12,Finished Airing,"['Comedy', 'Fantasy']",winter,2022,0.09201414080573846,0.017345944756936807,4.453605426914975
Genjitsu Shugi Yuusha no Oukoku Saikenki Part 2,7.42,296706,1453,13,Finished Airing,"['Action', 'Fantasy', 'Romance']",winter,2022,0.0805851391493614,0.014612073028941332,4.474338095741681
Shikkakumon no Saikyou Kenja,6.22,294028,1210,12,Finished Airing,"['Action', 'Adventure', 'Fantasy']",winter,2022,0.07966865614433752,0.012066744178738648,3.753727175662895
Shuumatsu no Harem,5.89,279055,2074,11,Finished Airing,"['Sci-Fi', 'Erotica']",winter,2022,0.07454449631079657,0.021116802312792633,3.5558036444246177
Sabikui Bisco,7.14,277205,1465,12,Finished Airing,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",winter,2022,0.07391137698320352,0.014737768280803193,4.304688509487922
Sasaki to Miyano,8.18,233862,5635,12,Finished Airing,['Boys Love'],winter,2022,0.05907824670435723,0.05841686830279986,4.931532091921508
Akebi-chan no Sailor-fuku,7.64,212315,1239,12,Finished Airing,['Slice of Life'],winter,2022,0.05170428878454778,0.01237050770407148,4.598781648351748
Karakai Jouzu no Takagi-san 3,8.36,210292,2350,12,Finished Airing,"['Comedy', 'Romance']",winter,2022,0.051011964244158194,0.024007793105615436,5.03235416002688
Mushoku Tensei: Isekai Ittara Honki Dasu - Eris no Goblin Toubatsu,7.79,209906,637,1,Finished Airing,"['Adventure', 'Drama', 'Fantasy']",winter,2022,0.05087986475202256,0.006064795902334789,4.687629685573356
Fantasy Bishoujo Juniku Ojisan to,7.12,205578,874,12,Finished Airing,"['Adventure', 'Comedy', 'Fantasy']",winter,2022,0.04939870775211838,0.008547277126606542,4.285631768507021
Kotarou wa Hitorigurashi,8.15,202600,2302,10,Finished Airing,['Slice of Life'],winter,2022,0.048379556748025354,0.023505012098167993,4.905620641001731
Koroshi Ai,6.9,195077,1025,12,Finished Airing,"['Action', 'Romance']",winter,2022,0.0458049855580348,0.010128942379201625,4.152970587746389
Leadale no Daichi nite,6.95,186635,984,12,Finished Airing,"['Adventure', 'Fantasy']",winter,2022,0.0429159080642291,0.009699483602006934,4.1821838995563585
Kenja no Deshi wo Nanoru Kenja,6.33,142439,655,12,Finished Airing,"['Adventure', 'Fantasy']",winter,2022,0.027790858441362882,0.00625333878012758,3.80588571542736
Princess Connect! Re:Dive Season 2,7.72,141034,828,12,Finished Airing,"['Adventure', 'Comedy', 'Fantasy', 'Gourmet']",winter,2022,0.02731002997905573,0.008065445327802742,4.640037324293934
Orient,6.61,130013,527,12,Finished Airing,"['Action', 'Adventure', 'Fantasy']",winter,2022,0.02353834991991896,0.004912589426934398,3.97262147589402
Fruits Basket: Prelude,8.36,129304,874,1,Finished Airing,"['Drama', 'Romance']",winter,2022,0.02329571121545222,0.008547277126606542,5.023106019372854
Heike Monogatari,7.8,92469,853,11,Finished Airing,"['Drama', 'Supernatural']",winter,2022,0.010689792063079219,0.008327310435848286,4.683921544581147
Ryman's Club,7.34,86915,539,12,Finished Airing,['Sports'],winter,2022,0.00878906517364581,0.005038284678796258,4.40695300899523
Kobayashi-san Chi no Maid Dragon S: Nippon no Omotenashi - Attend wa Dragon desu,7.78,82766,291,1,Finished Airing,"['Slice of Life', 'Supernatural']",winter,2022,0.007369166746519554,0.002440582806984466,4.670208379107678
Shingeki no Kyojin: The Final Season - Kanketsu-hen,8.86,846372,17235,2,Finished Airing,"['Action', 'Drama', 'Suspense']",winter,2023,0.26869550040382745,0.1799222784359321,5.410162216866346
Vinland Saga Season 2,8.82,833852,20125,24,Finished Airing,"['Action', 'Adventure', 'Drama']",winter,2023,0.26441082257600856,0.21019388492599692,5.389631788382901
Tomo-chan wa Onnanoko!,7.71,500114,3239,13,Finished Airing,"['Comedy', 'Romance']",winter,2023,0.15019678033154918,0.03331971634771497,4.6685471525350435
Otonari no Tenshi-sama ni Itsunomanika Dame Ningen ni Sareteita Ken,7.85,425087,7041,12,Finished Airing,['Romance'],winter,2023,0.1245205404443471,0.07314416197928124,4.752101759407979
Tokyo Revengers: Seiya Kessen-hen,7.62,423458,2581,13,Finished Airing,"['Action', 'Drama']",winter,2023,0.12396305320940165,0.026427426703956258,4.606954877307944
"Maou Gakuin no Futekigousha II: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou",6.83,402504,3997,12,Finished Airing,"['Action', 'Fantasy']",winter,2023,0.11679203570108554,0.04125946642365585,4.13338692888882
Bungou Stray Dogs 4th Season,8.42,354560,3415,13,Finished Airing,"['Action', 'Mystery']",winter,2023,0.10038432054318217,0.03516324670835559,5.082370567142048
Buddy Daddies,8.1,349288,3602,12,Finished Airing,"['Action', 'Comedy']",winter,2023,0.09858010157287375,0.03712199771653626,4.8902133250506985
NieR:Automata Ver1.1a,7.55,334239,2429,12,Finished Airing,"['Action', 'Fantasy', 'Sci-Fi']",winter,2023,0.09342993251290195,0.024835286847039353,4.557082776155281
"Ijiranaide, Nagatoro-san 2nd Attack",7.43,330287,2094,12,Finished Airing,"['Comedy', 'Romance']",winter,2023,0.09207745273849777,0.02132629439922907,4.484218307344508
Tondemo Skill de Isekai Hourou Meshi,7.64,329446,2478,12,Finished Airing,"['Adventure', 'Comedy', 'Fantasy', 'Gourmet']",winter,2023,0.0917896401144406,0.025348542458808618,4.610749691397431
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka IV: Shin Shou - Yakusai-hen,8.25,289229,1912,11,Finished Airing,"['Action', 'Adventure', 'Fantasy']",winter,2023,0.07802631038589479,0.01941991641265751,4.972419565058372
Isekai Nonbiri Nouka,7.53,282665,2179,12,Finished Airing,"['Fantasy', 'Slice of Life']",winter,2023,0.07577993456626193,0.022216635766583916,4.540277479006553
Saikyou Onmyouji no Isekai Tenseiki,7.1,272065,1025,13,Finished Airing,"['Action', 'Adventure', 'Fantasy']",winter,2023,0.07215233193248552,0.010128942379201625,4.279557424340002
Itai no wa Iya nanode Bougyoryoku ni Kyokufuri Shitai to Omoimasu. 2,7.22,271643,1365,12,Finished Airing,"['Action', 'Adventure', 'Comedy', 'Fantasy']",winter,2023,0.07200791228046159,0.013690307848621018,4.352055524247408
Koori Zokusei Danshi to Cool na Douryou Joshi,7.3,256331,1321,12,Finished Airing,"['Comedy', 'Fantasy', 'Romance']",winter,2023,0.06676773760797251,0.013229425258460862,4.398676348190762
Kubo-san wa Mob wo Yurusanai,7.54,250916,1700,12,Finished Airing,"['Comedy', 'Romance']",winter,2023,0.06491458022477448,0.017199300296431304,4.542808540100658
Trigun Stampede,7.82,231590,2578,12,Finished Airing,"['Action', 'Adventure', 'Sci-Fi']",winter,2023,0.05830070772474025,0.026396002890990793,4.710534577364834
Tensei Oujo to Tensai Reijou no Mahou Kakumei,7.46,226852,1768,12,Finished Airing,"['Fantasy', 'Girls Love']",winter,2023,0.05667923779277491,0.01791157339031518,4.492856545456741
"Benriya Saitou-san, Isekai ni Iku",7.37,223257,807,12,Finished Airing,"['Adventure', 'Comedy', 'Fantasy']",winter,2023,0.05544893293726301,0.007845478637044486,4.437039055029873
Hyouken no Majutsushi ga Sekai wo Suberu,6.35,213409,836,12,Finished Airing,"['Action', 'Fantasy']",winter,2023,0.05207868475448659,0.008149242162377316,3.824242057512978
Ningen Fushin no Boukensha-tachi ga Sekai wo Sukuu you desu,6.33,205418,721,12,Finished Airing,"['Action', 'Adventure', 'Fantasy']",winter,2023,0.049343951485948175,0.006944662665367815,3.811377687271292
Kaiko sareta Ankoku Heishi (30-dai) no Slow na Second Life,6.99,186445,585,12,Finished Airing,['Fantasy'],winter,2023,0.04285088499815198,0.005520116477600059,4.2055407387211785
Kyokou Suiri Season 2,7.35,186163,602,12,Finished Airing,"['Mystery', 'Romance', 'Supernatural']",winter,2023,0.04275437707902698,0.0056981847510710285,4.4215433219824165
Oniichan wa Oshimai!,7.64,184995,2702,12,Finished Airing,['Comedy'],winter,2023,0.042354656335984446,0.02769485382689669,4.59874289215803
Ore dake Level Up na Ken,8.18,1106882,19822,12,Finished Airing,"['Action', 'Adventure', 'Fantasy']",winter,2024,0.357848968528836,0.20702007981648493,5.028515254104681
Dungeon Meshi,8.59,565660,12187,24,Finished Airing,"['Adventure', 'Comedy', 'Fantasy', 'Gourmet']",winter,2024,0.1726283692215028,0.12704647581937592,5.216214063678282
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 3rd Season,7.94,514546,4486,13,Finished Airing,"['Drama', 'Suspense']",winter,2024,0.15513579554010212,0.04638154793702668,4.809741181075579
Mashle: Shinkakusha Kouho Senbatsu Shiken-hen,7.78,498266,2078,12,Finished Airing,"['Action', 'Comedy', 'Fantasy']",winter,2024,0.14956434545728325,0.021158700730079923,4.7085648914738325
Yubisaki to Renren,8.2,337521,4550,12,Finished Airing,['Romance'],winter,2024,0.09455312042271838,0.04705192261362327,4.950696068497723
Tsuki ga Michibiku Isekai Douchuu 2nd Season,7.84,325541,2368,25,Finished Airing,"['Action', 'Adventure', 'Comedy', 'Fantasy']",winter,2024,0.09045324499322391,0.024196335983408226,4.730242761645817
Chiyu Mahou no Machigatta Tsukaikata,7.53,316639,1463,13,Finished Airing,"['Action', 'Adventure', 'Fantasy']",winter,2024,0.08740674323417887,0.01471681907215955,4.542059208669369
Boku no Kokoro no Yabai Yatsu 2nd Season,8.7,300594,6068,13,Finished Airing,"['Comedy', 'Romance']",winter,2024,0.0819157164172975,0.06295237197414867,5.2499217849004465
Mato Seihei no Slave,6.86,260775,1843,12,Finished Airing,"['Action', 'Fantasy', 'Ecchi']",winter,2024,0.06828859290085008,0.01869716871445181,4.1358767235323795
"Loop 7-kaime no Akuyaku Reijou wa, Moto Tekikoku de Jiyuu Kimama na Hanayome Seikatsu wo Mankitsu suru",7.53,229350,1893,12,Finished Airing,['Romance'],winter,2024,0.057534119998357315,0.0192208989305429,4.53526666483917
Nozomanu Fushi no Boukensha,7.43,220939,927,12,Finished Airing,"['Action', 'Adventure', 'Fantasy']",winter,2024,0.05465565153112209,0.009102431155663095,4.473029277556129
Haikyuu!! Movie: Gomisuteba no Kessen,8.61,220156,1710,1,Finished Airing,['Sports'],winter,2024,0.054387688053551625,0.01730404633964952,5.182192528964335
Dosanko Gal wa Namara Menkoi,7.05,217656,1120,12,Finished Airing,"['Comedy', 'Romance']",winter,2024,0.0535321213946421,0.01112402978977469,4.245051634817126
Akuyaku Reijou Level 99: Watashi wa Ura-Boss desu ga Maou dewa Arimasen,7.13,203490,952,12,Finished Airing,['Fantasy'],winter,2024,0.04868413847859714,0.009364296263708638,4.291575679059204
Mahou Shoujo ni Akogarete,7.61,200002,2309,13,Finished Airing,"['Action', 'Comedy', 'Girls Love', 'Ecchi']",winter,2024,0.04749045187608657,0.023578334328420745,4.581409363118285
Ninja Kamui,6.54,195850,1104,13,Finished Airing,"['Action', 'Sci-Fi']",winter,2024,0.046069526768969624,0.010956436120625544,3.937160847110336
"Sokushi Cheat ga Saikyou sugite, Isekai no Yatsura ga Marude Aite ni Naranai n desu ga.",6.36,187546,663,12,Finished Airing,"['Action', 'Adventure', 'Comedy', 'Fantasy']",winter,2024,0.04322767655473573,0.0063371356147021544,3.8277574894808892
Majo to Yajuu,7.45,186809,1141,12,Finished Airing,"['Action', 'Fantasy']",winter,2024,0.042975455503689204,0.011343996480532947,4.482445463348002
Ao no Exorcist: Shimane Illuminati-hen,7.11,181182,622,12,Finished Airing,"['Action', 'Supernatural']",winter,2024,0.04104974606781563,0.005907676837507463,4.27714858804258
"Shin no Nakama ja Nai to Yuusha no Party wo Oidasareta node, Henkyou de Slow Life suru Koto ni Shimashita 2nd",6.76,152873,393,12,Finished Airing,"['Fantasy', 'Romance']",winter,2024,0.03136165144898769,0.003508992447810284,4.064366761729419
Jaku-Chara Tomozaki-kun 2nd Stage,7.04,149446,624,13,Finished Airing,"['Drama', 'Romance']",winter,2024,0.03018884067295451,0.005928626046151107,4.232436504075162
Oroka na Tenshi wa Akuma to Odoru,6.91,145757,444,12,Finished Airing,"['Comedy', 'Romance', 'Supernatural']",winter,2024,0.02892636651106761,0.004043197268223193,4.153838071218001
Kekkon Yubiwa Monogatari,6.07,141153,397,12,Finished Airing,"['Action', 'Fantasy', 'Romance', 'Ecchi']",winter,2024,0.027350754952019822,0.003550890865097571,3.6493703223677696
Saijaku Tamer wa Gomi Hiroi no Tabi wo Hajimemashita.,7.57,138701,754,12,Finished Airing,"['Adventure', 'Fantasy']",winter,2024,0.026511615172961356,0.007290324607987933,4.549721452484438
Ishura,6.73,132454,472,12,Finished Airing,"['Action', 'Adventure', 'Fantasy']",winter,2024,0.024373725205678223,0.004336486189234202,4.044743904229804
